reviews
“연봉이 높다고 하지만 그것은 특정 부서만 해당”
“공정한 기회와 성과에 대한 투명한 보상이 이뤄지는 회사”
“항상 바빠보임”
“영업직이면 추천!! 다른 직무는 글쎄요”
“성과가 있다면 그에 따른 확실한 보상 ”
“하는 만큼 성장할 수 있는 회사”
“하는만큼 주는회사”
"“약육강식, 적자생존”"
“80년대 회사”
“그냥 고인물+노인정”
“노력과 성과에 보상하는 회사”
“워라벨 및 개인주의”
“점점 성장하는 회사. 개인주의가 심함”
“하는만큼 가져가는 회사”
“성과주의”
“각개전투”
“PF 및 기업금융 시장에서 주니어로서 급성장 가능한 회사”
“돈도 안 주고 복지도 없는 회사”
“성과주의 표본”
“성과보상 확실함”
“그저 그런 회사”
“일한만큼 확실한 보상”
“워라밸 복지 좋은편인듯”
“어디든 팀바팀은 진리”
"“성과에 대한 보상이 명확하나, 진리의 팀바팀”"
“능력주의”
“평타”
“전문가집단으로 자부심 느낄 수 있는 조직”
“사생활 포기하면 좋은 곳”
“밥주면 좋은 회사임”
“철저한 성과주의”
“본인만 잘하면 되는 좋은 회사”
“워라밸이 보장”
“워라밸만 빼면 괜찮은 회사”
“본인만 잘하면 최고의 회사”
“팀바팀 ”
“프론트 업무를 하기에 좋은 회사”
“팀바팀이지만 장단점 확실.”
“돈은많이줌”
“한만큼 받아가는 회사”
“워라밸은 나쁘지 않음”
“능력있으면 돈 많이 줌”
“능력있으면 좋은 회사”
“개인플 같은 부서 사람 이름도 모름”
“IT쪽은 비추”
“그럭저럭 이라고 생각 부바부가 큼”
“돈이 복지인 회사”
“능력에 부합하는 정당한 보상”
“열심히 하면 괜찮은 회사”
“갑자기 돈많아진 졸부느낌”
“복불복”
“일한만큼 가져감”
“워라밸이라곤 없는 회사”
“확실히돈많이줌”
“일배우긴 좋음”
“능력외엔답없음”
“주니어에겐 별로”
“자기하기 나름. 워러밸x”
“커리어에 굿”
“누구나 아는 대기업”
“철저한 성과주의 회사”
“규모가 커졌는데 감당을 못하는 회사”
“치열한 경쟁을 하는 회사”
“하는만큼 벌어간다”
“합리적으로 일하는 분위기”
“주변 먹거리가 많은 회사”
“능력있으면 급여는 최상위”
“성과급으로 보상 받는 회사”
“능력 있으면 좋은회사”
“사내문화 최악..”
“합리적인 회사”
“발전하는 회사”
“능력위주의 좋은 회사”
“능력위주의 젊은 회사”
“능력만 있다면 너무 좋은회사”
“ifc로 이사하고 워크라이프 너무 좋음”
“그냥 평타는 함”
“워라벨이 보장되는회사”
"“워라밸 보장, 급여 높음”"
"“확실한 성과금, 지원사격 확실한 미들/백 직원님들, 확실한 상벌체계”"
“it로 들어오기 괜찮은 회사”
“자유로운 실적 중심주의 회사”
“수익창출이 많은 부서or개인만 행복한 회사”
“돈은 많이주는 회사”
“합리적인 조직문화를 갖춘 회사”
“기본적으로 좋은회사”
“능력껏 인정받을수 있는 회사”
“능력껏 인정받을수 있는 회사”
“일한만큼 얻어가는 회사”
“부서마다 분위기가 다르긴 하지만 모난 사람이 많이 없다.”
"“안정성, 워라밸, 급여, 사내 분위기 모두 양호한 편.”"
