reviews
“성장하는 회사”
“워라밸과 동료들이 좋은 회사”
“지금껏 다닌 회사 중에 최고의 회사”
“워라벨이 보장되는 회사”
“뛰어난 사람들이 많은회사”
“미래가 기대되는 회사”
“금융권 최상위권의 성장성과 문화적 성숙함을 경험할 수 있는 곳”
"“보상, 조직문화 괜찮음”"
“워라벨이 좋은 회사”
“복지 급여 업무 모두 만족스러운 회사”
“최괴 인터넷 은행입니다.”
“서로존중하는 분위기”
“연봉상승률이 높은 회사”
“확실히 좋은 회사”
“워라벨과 괜찮은 급여”
“업계 내 티어는 높은듯”
“안정적이고 활기가 넘치는 회사”
“성장이 계속되는 회사”
“워라밸 보장되는 회사.”
“똑똑한 동료가 많은 회사”
“워라밸 문화 좋음”
“팀바팀 일하는 부서는 따로있음”
“발전이 있는 회사 삶”
"“훌륭한 동료, 네임밸류, 처우, 성장성을 가진 기업”"
“워라밸 좋고 동료들도 좋아요”
“평균적으로 괜찮은 회사”
“시중은행 출신이라면 무조건 만족할 회사”
“같이 일하는 사람이 좋은 회사”
“생각보다 수직적이지만 수평적인 조직”
“좋은 성장 환경과 높은 가능성을 가진 곳”
“최고의회사”
“워라벨 좋음”
“아낌없이 주는 회사”
"“급여, 회사 분위기, 업무 환경, 워라밸 다 어느정도 충족 가능한.. 오래오래 다니고싶은 회사”"
“부서부 차이가 심함”
“좋은 동료들”
“금융권 1위답게 연봉도 시원하게 상승”
“워라벨은 보장되는 회사”
“자유롭게해줄게 넌 일만해”
“자유로운 회사”
“회사 자체는 좋지만 의사결정과 리소스의 비효율…”
“워라밸이 보장되는 은행”
“처음보다는 점점 실망하는 회사”
“카톡으로 일하는 회사”
“나쁘지는 않지만 외부에서 보이는거랑 다른 회사”
“사람마다 다르게 느낄수있는회사”
“다좋은데 경영진은 글쎄.”
“워라벨이 좋은 회사”
“부바부 케바케”
“동료들이 훌륭하고 급여가 좋음”
“계약직에게는 미래가 없는 회사 그러나 적당한 워라벨은 보장”
“금융회사와 IT회사의 중간”
“카뱅 경력이 보상이라고 말하는 cto가 있는 회사”
“나름 굿 인지도”
“은행이라 생각하면 좋고 아이티라 생각하면 고달프다”
“자유로운 수평문화. 업무는 하기나름”
“인터넷뱅크 리딩회사”
“인사가 무능 리더도 무능”
“나쁘지 않음”
“삶의질과 연봉을 챙기면서 역량을 높일수있는 회사”
“워라벨은 좋다.하지만..”
“같지만 다른 은행 다르지만 같은 은행”
“편하게 다니기 좋은 회사”
“IT같지만 은행”
“앞으로가 기대되는 회사”
“나쁘지않은 회사. ”
“워라벨 최고 좋은 회사”
"“워라밸 보장, 자율적 문화, ”"
“한국회사 중에선 웬만하면 가장 괜찮은 회사?”
“처음만큼은 아니지만 그래도 아직은 괜찮은 회사”
“워라벨이 확실한 회사!”
“글쎄요”
“핀테크 회사중 가장 다니기 좋은 회사 ”
“일하기에 나쁘진 않지만 각종제약과 결재에 답답함”
“다니고 싶은 회사”
“not bad”
“워라벨보장”
“빠르게 성장 중 성장통이 있는 회사”
“급여 워라밸 성장가능성이 보장되는 회사”
“눈과 귀를 닫으면 다니기 좋은 회사”
"“워라벨이 좋은 회사 , 팀장 잘만나면 문화도 좋음”"
“직원들 인성이 대체적으로 훌륭하다.”
“극강의 워라밸.”
"“단기간 급성장, 유망하지만 얇은 뼈대”"
“난 이 회사 너무 좋아”
“자유롭지만 일부만 편한 회사”
“기로에 서 있는 회사”
“팀바이팀 ”
“점점 발전하고 있는 회사”
“보통 회사 ”
“워라벨 짱 업무효율 꽝 ”
“지금 다니시는 회사 보다는 조금이라도 나을 회사”
“워라밸 성장 다 잡을수 있는 곳”
“완벽한 회사”
“계약직만일하는회사”
“만족스러운 회사”
“워라밸 & 처우 최고”
“기존 금융권보다는 선녀”
“워라밸과 회사 성장 가능성”
“유연근무”
“일하면서 가슴뛰어본적 있는 회사”
“워라밸이 보장되는 회사”
“IT가 즐겁게 일하는 회사”
“무난한 회사”
“워라벨은 좋은 회사”
“정규직은 천국 계약직은 지옥”
“워리벨이 무난한 회사”
“다니기 좋음”
“워라밸이 보장되는 회사”
“좋은 동료들이 많은 회사”
“업무가 없어서 워라밸이 무너진 독특한 회사”
“이제 다시는 시중은행에서 일 못할 듯”
“어줍잖고 기만적인 수평문화”
“수평문화라 쓰고 수직문화라 읽는 회사”
“내 시간을 보장해주는 회사”
“큰 불만은 없는 회사”
“시중은행에서 이직한 사람입장에서. 카뱅좋아요”
“수평적인 기술집약적 금융회사”
“너무좋아 평생회사”
“그냥 굿”
“팀바팀인 회사”
“워라벨 좋고 연봉 잘맞춰줌”
“성장하고 있는 회사”
“마음먹기에 달린 회사”
“it와 금융산업을 함께 경험해볼 수 있는 곳”
“워라밸이 보장되는 회사”
“워라벨은 좋지만 이상한 조직문화”
“업무 외 것들이 너무 많은 회사”
"“대우 좋고 편하지만 경험, 실력향상이 부족한 회사”"
“이력서에 한줄 굳. 비 아이티 직군은 최악. ”
“조직문화가 좋은 회사”
“워라벨 보장되는 회사”
"“유능한 동료, 알 수 없는 경영진과 인사팀”"
“전체적으로 좋은 회사”
“워라밸과 성장을 같이 할 수 있는 회사”
“좋은 연봉에 아이티나 뱅크 둘다 경험 가능”
“워라벨이 보장되는 회사”
“팀바팀 / 누군가는 죽어가고 있겠지”
“자유로운 근무 가능”
“좋은 회사 ”
“커리어 향상에 최고임”
“워라밸 보장 / 커리어 도움은 글쎄”
“앞으로의 발전이 기대되는 회사”
“이정도면 만족할만한 회사”
“성장성이 높은 회사”
"“오인된 수평구조, 명확한 카스트구조”"
“성장 중인 회사”
“자신의 발전을 도모할 수있는 회사”
“인사팀이 망치고 있는 회사”
“금융회사와 IT회사 사이의 어딘가”
“금융의 장점과 테크의 장점을 섞여있는 회사”
“기술적 성장과 워라벨이 좋은 회사”
“경영진빼고 모든게 완벽한 회사”
“워라벨이 좋은 회사”
“문화 맘에 드는 회사”
“개발자로 나쁘지않음”
“밖에서 보기엔 좋다지만 글쎄...?”
“워라벨만 남은 회사”
“하기나름인 회사”
“좋은 동료가 있는 금융&IT 회사”
“아직까지는 만족”
“성장하기 좋은 회사”
“상위권 근무환경”
“워라벨이 보장되는 곳 ”
“발전 가능한 회사”
“성장하고 있는 회사”
“워라벨 최고”
“무한경쟁”
“성장이 기대되는회사”
“호봉 따박따박받던 사람들이 연봉의 냉정함을 불평하는 회사”
“워라밸 괜찮고 무난한 회사”
“워라벨보장”
“변해버린 인터넷 은행”
“워라벨 보장 회사”
“팀바팀 심함”
“최악이다 보상 전혀없음 ”
“은행 중에 잘하는 회사”
“워라벨 보장”
“일이 많지만 리딩 기업에서 일하는 보람”
“장단점이 뚜렷한 회사”
“워라벨 보장”
“진취적인 마인드를 가지고 있는 사람에게는 최고의 회사”
“최소인력으로 최대효과 누리려는 회사”
“IT와 금융권 장단점 고루”
“점점..”
“워라밸 보장”
“워라밸은 좋음 일할수록 업무만족도는 떨어짐”
"“전체 분위기 좋음, 사람들 사바사”"
“일한 만큼 성취감을 얻을 수 있음”
“그래도 카뱅”
“다닐만 합니다.”
“장단점이 너무나 뚜렷한 회사”
“뛰어난 동료들과 재밌게 개발하면서 성장할 수 있음”
“다니기 좋은 회사”
“스타트는 좋았음”
“여기도 회사는 회사다 ”
“케바케입니다. 판교에서 일하시는거 아니라면 비추천”
“워라벨이 보장되는 회사”
“그래도 아직까진 성장할 일이 더 많은 회사”
“든든한 금융업”
“성장하는 회사”
“카뱅은 카뱅이다”
“장점과 단점이 너무 명확한 회사”
“워라벨좋고 실력있는 사람들모임”
“수평적 회사”
“워라벨 급여 모두 만족”
“성장하는 회사”
“워라밸은 보장되나 사내정치가 심하고 경영진 마인드는 별로..”
“워크온 도입후 만족스러운 워라벨”
“워라밸이 보장되는 회사”
“개발자가 우대받는 은행”
“워라밸만 좋은 회사”
“IT회사 다니는 기분”
"“워라벨, 개발자 우대, 신입 어려운 분위기”"
“아직까지는 다니고 싶은 회사”
“낫베드 개발자로써는 은행중에 최고”
“워라벨이 보장되는 회사”
“워라밸이 보장되는 회사”
“워라벨 좋고 자율적인 분위기의 회사”
“이 만한 회사없지”
“수평없음”
“금융권 끝판왕”
“워리벨이 좋은듯”
“나름 이런 회사 없지 ”
"“모든게 처음, 박봉 및 계층화가 심한곳”"
“좋아요”
“IPO가 기대되네요 ”
“워라밸이 좋은 회사”
“금융권이지만 금융권 같지 않은 회사”
“워라밸 굿”
“not bad. 개발자로서 답답한 환경”
“내 커리어에 의미있는 한줄이 될 회사”
“좋은회사”
“금융권중에서는 최고의 회사”
“자기주도적 업무가 가능 ”
“커리어 쌓기 좋음”
“욕심없이 다니기 좋은회사”
“커리어와 워라벨을 둘다 잡는곳”
“워라벨 보장 확실이 됨.”
“은행과 ict의 결합. 각각의 장점이 극대화되면서 시너지”
“쏘쏘”
“워라벨이 중요하다면 추천”
“커져가는 회사”
“네임드”
"“좋은 사내문화, 워라밸이 보장되는회사”"
“커리어 밸런스 급여복지 사내문화 만족”
“아무생각 없이 다니기 좋은회사”
“워라밸 굿”
“IT와 금융 사이 어딘가”
“워라벨이 보장되는 회사”
“금융회사중 워라벨은 최고”
“워라벨굿”
"“급여, 워라벨 모두 만족”"
“워라밸 보장 노력 능력대비 고평가 기업”
“워라밸이 보장된다”
“워라밸이 보장되는 회사”
“만점 ”
“좋지만 보수적으로 변하고 있는곳”
“결국은 금융회사”
“워라밸 좋고 성장하는 회사”
“밖에선 좋아 보이지만 회사는 회사다”
"“내가 더 하고 싶으면 야근, 아니면 퇴근하는 회사”"
“할거 하면 노터치”
“워라밸좋음”
“다방면에사 최고”
“다니기 좋은 회사”
“이만한 회사도 없지만 사람은 또 거기서 거기”
“워라벨이 보장되는 금융회사”
“일하는 분위기가 보장되는 회사”
“워라밸 보장되는 회사”
“회사도 직원도 성장할 수 있는 회사”
“평생 다니고 싶은 회사”
“직원들의 나름? 자부심인 회사 ”
“많은회사를 다녀보진않았지만 적어도 금융권에서는 우리나라에 이정도로 근무자를 만족시킬 수 있는 회사는 없을듯”
“성장하기 좋은 회사”
“일하기 좋은 회사”
“꼰대적고 급여높고 워라밸좋은회사”
“일은 많다”
“일하기 좋은 회사”
“복지수준도 높은데 워라벨까지 좋음”
“부바부에 따라 다름”
“워라벨 최고”
“워라벨이 보장되는회사”
“자유로운부분과 아닌부분이 나뉘어진 회사”
“이런 회사가 없음 (금융권에서)”
“여기보다 더 좋은 회사가 있을까”
“금융과 it의 장점이 결합된 대한민국 유일의 회사”
“계속 성장하는 회사”
“그래도 은행이다. 팀바팀이 큰 회사.”
