reviews
“돈 많이 주는 회사”
“적당한회사”
“빠른퇴근과 자기계발을 장려하는 회사”
“워라밸이 보장”
“자유로운 회사”
“대기업은 대기업”
“일은 빡셈 그만큼 페이는 어느정도 보장”
“번만큼 성과금 안주는듯”
“반도체 계열 중에서 워라밸이 보장됨”
“급여복지빵빵”
“그냥저냥 다닐만항”
“여러모로 좋은 회사”
“수직관계가 여전한 회사”
“다니기 좋은 회사”
“무난한 회사”
“삼성보다 편함”
“기대했던 것보다 실제가 더 좋은 회사”
“칼퇴가 최고 ”
“종합적으로 매우 괜찮다고 생각”
“워라벨 보장되고 어느 수준 역량 확보 가능”
“개인적으로 좋은회사”
“좋은 부서 걸리면 참 좋은 회사”
“보수가 보장되지 않는회사”
“그저 그런 회사?”
“대기업은 대기업”
“괜찮은 대기업”
“별로..”
“대기업은 차원이 다르다.”
“복지가 좋은 회사”
“업계 2위 반도체회사”
“세계2등 그러나 국내도 2등”
“부바부지만 만족하는 대기업”
“복지가 최고인 회사”
“생각보다 sk문화가 일하기 좋더”
“워라벨이든 커리어든 하기 나름”
“급여는 만족하는 회사”
“앞으로의 경영방향이 어떨지 두고 볼 회사”
“팀바팀이겠지만 워라벨 좋습니다”
“개인의 기준에 따라 다르지만 나에겐 최고의 회사.”
“상대적으로 만족스러운 회사”
“복지는 나름 괜찮은 수준”
“반도체 사이클 때는 확실이 많이 받는 회사”
“제조기술 한정 힘들다”
"“높은 연봉, 워라밸은 글쎄”"
“성과급을 많이주고 반도체 업종이라 그런지 사람들의 성격이 대체로 유순하다.”
“근무지 빼고 만족”
“대기업은 대기업이다.”
“이천근무 가능하면 ㄱ”
“소소함”
“신입이지만 좋아보임”
“이천에 있는 것 빼면 다 좋은 회사”
“워라밸 대체로 좋은편”
“만족하며 다니기 좋음”
“워라벨은 좋은 회사”
“나쁘지 않음”
“이천만 아니었으면 별 5개일듯”
“워라밸 좋습니다”
“이직할때 타이틀로 가져가기 좋은회사 ”
“워라밸좋음”
“아직 신입이라ㅎㅎ”
“이름값좋은 회사 SK라는거”
“그냥 저냥 다닐만은 한 것 같다”
“나름 만족하는 회사”
“대기업 복지맛을 느낄 수 있는 회사”
"“워라밸 최고, 매우 많이 바뀐 수평적인 분위기”"
“부바부이지만 워라밸 보장되는 부서에 들어갔기 때문에 만족함”
“꽤 나쁘지는 않은 회사”
“꾸준히 공부할 수 있는 회사”
“계속해서 공부하고 배울 수 있는 회사”
“난 워라벨 딱인데”
“향후 발전 가능성은 낮아보이는 만년2등 회사”
“아직조음”
“그냥 평범”
"“부바부가 심한 회사, 빛좋은 개살구,갈비집보단 낫다”"
“충분한 급여가 매력적인회사”
“괜찮은 회사”
“복지가 기대보다 좋은 회사”
“배울 점이 많은 회사”
“괜찮은 회사”
“우와아아 하는 첫인상”
"“돈 많이주고, 업무에 지장만 주지않으면 겸업도 가능한 회사”"
“한동안은 괜찮은 회사”
“힘들지만 다닐만한 회사”
“언제 버릴지 모르는 회사”
“대기업 ”
“복지와 급여가 좋은 회사”
“삼성 채용 시즌에만 구성원한테 잘해주는 척 하는 회사”
“괜찮은 회사”
“라이프가 없어요”
“능력 커리어 개발에 최적화”
“밖에서 보면 희망찬 회사”
“노답정체대기업”
“반도체 대기업이란 곳을 느낄수 있음”
“간편식 좋음 끝”
“전임직은 그냥 하면됨”
“여전히 모르겠는 회사”
"“제조업 중엔 사내문화, 급여수준 탑티어급... 경영진은 글쎄..”"
“워라벨 부바부가 극심한 회사”
“적당히 다니며 몸으로 떼우면 좋은회사”
“좋은거나 따라했으면”
“돈벌고 싶은 사람들만모여”
“워라벨이 보장되는 회사”
“이직을 하고싶은 회사”
“언제 밀릴지 모르는 회사”
“복지는 많아보이지만 겉만 번지르르”
“난 좋다”
“이제 워라밸 생각으로 다니는 회사”
“워라벨좋음 전임직으로”
“워라벨 최고”
“연봉은 역시 반도체가 넘사”
“이정도 금액에 이정도 근무강도면 뭐 괜춘함”
“교대근무”
“케바케 심하긴하나 본인의 경우 매우만족”
“잘해보자 이직안할게”
“급여및복지가 좋은 회사!”
“부바부 너무 심하지만 일한만큼 급여는 보장됨”
“워라밸이 좋은 회사”
“폐쇄적이고 불통임”
“오지말라고 말리는 회사”
“편하게 살 수 있다”
“진짜 부바부 심하고 꼰대 너무 심함”
“워라밸이 보장되는 회사”
“워라밸은 게팅베러”
“대기업이라서 좋음”
“부바부지만 일단 내 직무는 워라벨 보장. 그것 외에는..”
“힘든회사”
“차악~차선 정도는 되는 기업”
“워라밸 끝..”
“워라별은 소수만 가능 ”
“기숙사살면 돈모으기는 좋으나 지역이..”
“아직 현대전자임”
“발전이 좀 더 필요해 보이는 회사”
“워라밸을 지키고 싶으면 짱박히기 좋은 회사”
“워라밸 극강”
“괜찮은 분위기의 회사”
“교대근무”
“워라밸 킹갓 그러나 ”
"“현재는 좋은 곳, 미래는 불확실”"
“삶의 질이 아니라 삶 자체”
“케바케”
“대기업? 중견? 헷갈리는 기업”
“돈은 많이 주지만 비전은 없어지는 중”
"“워라밸은 보장, 행복은 미보장”"
“적당히 워라벨 보장되는 회사”
“발전 가능성 높은 우량기업”
“일하는 거에 비하면 그렇게 돈 많이 주는 것도 아닌 회사”
“월급 괜찮고 워라밸 나쁘지 않음”
“항상 삼성만 쳐다보고 있는 회사”
“올 초 이직러쉬 쎄게 맞고 회사가 정신 차렸나 봅니다”
“잘 모르겠다”
“워라밸 보장 안됨”
“성장하기 좋고 하는 만큼 성과도 인정됩니다.”
“초봉은 많이주는 회사”
“상위 급여와 나름 괜찮은 워라밸”
“워라밸이 좋을거같은 회사”
“그냥저냥 다니기 좋음”
"“이 정도면 연봉도 쎄고, 괜찮은듯”"
“반도체 대기업”
“생각보다 힘든회사”
“별 0점이 없는게 아쉬운 회사”
“급여만 만족스러운 회사”
“모든게 만족스러운 회사”
“워라밸 보장 커리어는 몰라”
“그냥 저냥 다니기 괜찮은 회사”
“이름만들어도 아는 대기업”
“워라밸만 있음”
“좋은데”
“훌륭한 글로벌 기업”
“첫직장으로 좋은 회사”
“광파는 데 미친 회사”
“돈 많이 줌. 일 많이 시킴. 경영 계획 짤 때 주말 근무 필수로 생각함.”
“회사는 회사다”
“보여주기식 반도체회사”
“워라밸이보장되는회사”
“워라벨은 보장”
“커진 몸덩이에 비해 관리를 못 하는 회사”
“부바부지만 워라밸 좋은편”
“그룹낙하산들이 많은 회사. ”
“부서마다 많이 차는 나는 회사”
"“초봉이 높은, 나이대가 어린 회사”"
“부서 배치가 아주 중요한 회사”
“dram 빨대”
“나름 워라벨 괜찮고 돈 많이주는 회사”
“이천만 아니라면 최고”
“나름 괜찮음”
“좋은 회사”
"“돈은 많이 주지만, 커리어에 도움은 고만고만하고, 사내문화는 정말 그지 같다.”"
“적당히 일하고 적당한 급여 받기 좋은 회사”
“돈 말곤 없는 회사”
"“R&D 기준, 조직문화/커리어/복지/급여 만족스러운 곳”"
“조직마다 문화가 다른 곳”
“워라벨 문화 안 좋음 급여는 평균”
“보수문화강한회사”
“국내 최고 수준의 회사”
“평균 이상”
“워라벨에 올인이면 행복당할 수 있는 회사”
“워라밸 챙겨주세요”
“초년생에게 회사란 무엇인가?”
“1등을 쫓는 만년 2등회사”
“경험해보면 좋으나 오래는 비추”
"“연봉 복지 괜찮음, 시골..”"
“높은급여”
“옮기고 싶은데 옮길곳이 없어 다니는 회사”
“욕심 없으면 다닐만함”
“부바부 하지만 52시간 도입 후 많이달라짐”
“장점과 단점은 다있답니다”
“초년생의 시작으로 좋은 회사”
“부바부긴 하지만 평균적인 워라밸은 좋습니다.”
“복지가 좋은 회사”
“나름 만족하며 다니는 중”
“부바부가 심한 회사”
“큰 욕심 없이 다니는 회사”
“케바케”
“대기업인듯 대기업아닌대기업”
"“분위기가 자유로운 편이지만, 체계적이지 않은 회사”"
“워라밸이 보장되요. 부바부”
“네임드와 급여가 좋은 회사”
“이직할 능력안되서 다니는 회사”
"“고연봉, 적당한 워라밸, 좋은 복지”"
"“워라밸과 수평문화, 최고의 연봉”"
“평생직장가능”
“부바부”
“평생 다닐만함”
“사내에서만큼은 뽕느끼는회사”
“네임밸류 좋은 회사. 지인들앞에서 어깨좀 필 수 있는건 팩트”
“솔직히 편함”
"“돈은 최고, 시스템은 최악”"
“연고지라 좋은회사”
“1년에 한번 숨통 트이는 회사”
“마음먹기에 달린곳”
“대기업치고 그럭저럭 노말”
“패기있는 회사”
“인프라만 빼면 좋은회사”
“돈은 확실이 많이 주는 회사”
“아인슈타인이 특허청이 아닌 하이닉스에서 있었으면 마르크스가 되었을것”
“복지는 좋으나 구성원에는 의문점”
“그럭저럭 괜찮은 회사”
“공가좋은회사”
"“급여, 복지 좋음”"
“복지가 괜찮은 회사”
“시골가는 출퇴근 교통비도 연봉에 포함인 급여”
“적당한 워라밸과 돈..”
“매도시점이언제일까”
“워라벨이 보장되는 회사”
“말 장난과 갈라치기에 능수능란한 회사”
“좋은 회사”
“대한민국최고의회사”
“워라밸은 좋은 회사”
“사노예로 나쁘지않음”
“쏘쏘?”
“부바부가 심한회사”
"“정유,석화빼면 탑”"
“부바부가 심하고 언론플레이를 잘하는 회사”
“돈 모으기 최고의 회사”
“그럴듯하게 흉내만 내는 회사”
“대규모로 순환이가능한 시스템”
“삼성낙하산 인텔낙하산”
“더나은 세상을 만드려는 의지가 높은 세상”
“갈길이 먼 회사”
“급여 대비 워라밸 상”
“금융치료되는회사”
“워라벨이 보장되는 회사”
“커리어 발전시킬 생각 없이 적당히 하고 돈번다고 생각하면 좋은 회사”
“급여 만족스러움”
“경쟁사보다 워라밸만 좋은 회사”
“부바부가 너무심해서 어이가 없는 회사”
“위치빼면 나쁘지않음”
“Ps사태 이후 워라벨 좋아졌음”
“워라벨을 챙기고 싶다면 하이닉스”
“빡셌지만 어느순간 워라밸 만들어진 회사”
“부바부지만 삼성에 비해 워라밸 좋음”
“나쁘지않은 회사”
“월급엄청 적음”
“워라벨이 보장되는 회사 ”
“1등이 될수없는 2등”
“팀바팀 부바부가 매우 극심하고 열정이 사라진 회사”
“아직까진 만족하는 회사”
“나름 괜찮은 회사?”
“워라밸 대비 급여는 좋은회사”
“자기 개발하기 좋음”
"“워라밸 보장, 눈치 안보고 유연근무제 휴가 사용 가능, 높은 초봉?”"
“워라벨 굳”
“제조기술은 고달프다”
“겉으로 보기에 좋은 회사”
“반도체 관련 기본기를 쌓을 수 있는 회사”
“삼전가자”
“돈벌기는좋은회사”
“돈 돈 돈 결국은 돈”
“기냥저냥 다닐만함”
“위치 빼고 전반적으로 좋은 회사”
“하이타닉 침몰중”
“노력은 하지만 나아지긴 힘들어보이는 회사”
“워리벨 0점 월급 만점”
“워라벨이 좋은 회사”
“친구에게 추천하고싶지않은 회사”
“비교적 분위기가 자유로운 대기업”
"“S전자 출신들 세상이 되어버린 회사. 여기 올거면 S전자 간 다음 경력직으로 와야지, 여기부터 입사하면 같은 일해도 연봉 낮고 처우 나쁨.”"
“별로임”
“부서 케바케가 심하긴 한데 그래도 대기업임”
“적당히 괜찮은 회사”
“인력관리가 별로인 회사”
“만족스러운 회사”
“교대는 힘들다”
“다니기 나쁘지 않은 회사”
“대기업”
“급여 빡세게 주는 회사”
“수평적인 구조로 좋은사람과 지내면서 성장할 수 있다”
“복지정말좋은회사”
“본인기준 개꿀회사”
“복지 최고”
“이름만 대기업”
“보너스 사태 이후 워라벨은 최고입니다”
“워라밸이 보장되는 회사”
“글로벌기업 명성에 중소기업 운영”
“입사 후 땅을 치고 후회할 회사”
“종합적으로 괜찮음”
“워라벨 극악”
“직원들에게 친절한 회사”
“돈만 주는 회사”
“분당 한정 근무지 + 보수 탑티어”
"“나락갔다가, 다시 좋아질수도 있는회사”"
"“사람이 좋은회사, 급여도 만족”"
“워라밸이 보장되는 회사”
“직원을 생각하지 않는 회사”
“나름 괜찮아지려 노력하는 모습은 보이는 회사”
“워라밸 좋은곳 걸리면 좋은회사”
“워라밸 좋음”
“개인마다 느끼는 수준이 천차만별인회사”
“전반적으로 나빠지는 추세”
“급여와 복지 괜찮고 수평문화로 가고 있는 회사”
“갈비집보다는 워라밸 좋음”
“복지가 너무 좋은 회사”
“좋은듯 안좋은듯”
“적지않은 급여 하지만 만족도 낮은 기업”
“코로나 이후로 워라밸 보장”
“보너스빼면시체(전임직기준)”
“사람갈려나가는 곳”
“아무리봐도 평점2 회사는 아님. 연봉과 적당한 복지로 돈을 모을수 있는 회사”
“첫회사로 좋은 회사”
“워라벨이 보장되는 회사”
“괜춘한 회사”
“주는 만큼 굴리는 회사”
“좋은 듯 안좋은 회사”
“워라밸 보장”
“워라벨 좋음 개인역량향상보단 안주해버릴수잇음”
“별로임”
“당장 다니기에는 좋은 듯한 회사”
“껍때기는 너무좋은 회사”
“워래밸은 부바부”
“반도체 2등회사”
“경영진만 행복한 회사”
“워라밸이 보장되는 회사”
“수긍하고 다니면 다닐만함”
“1.9점은 개에바인거 같아서 그냥 5점 줌”
“반도체 전망 밝은 거 말곤 딱히 장점이 없다”
“도망쳐!”
“밥 걱정은 없는 회사”
“워라벨이 보장되는 회사”
“애매하게 좋은회사”
“대기업이긴 대기업인 회사”
“본인 의지에 따라 워라벨이 보장되는 회사”
“동내 구멍가게 같은 회사”
“워라밸이 보장되는 회사”
“열심히 하든말든 임원이 승진 결정하는 회사”
“워라밸 나쁘지않음”
“돈많이줌”
“부바부 팀바팀”
“워라벨이 보장 되는 회사”
“대한민국 최고의 반도체 회사”
“그래도 이만한 회사 없다”
“내부승진불가. 이직을통해서만 임원이가능”
“부바부지만 워라밸 좋음”
“최고수준의 연봉 굳”
“돈과 워라벨 모두 괜찮”
“잘돼있는지 안돼있는지 모르겠는 회사”
“앞으로의 행방이 궁금해지는 회사”
“생각없이 다니기 좋은회사”
“워라밸은 좋은 편”
“패키지쪽이라면 공기업처럼 다닐 수 있음”
“나쁘지않은듯”
“부바부 ~ 잃어버린 신뢰찾으려 노력중이지만 글씨..”
“그저그런 회사”
“1인자 못지 않은 2인자”
“그냥 제조업하는 반도체 회사”
“잘 모르겠다”
“회사는 괜찮으나 sk 경영진 이후 점차 나빠지고 있음”
“사원을 개돼지로 아는회사.”
“시총 2위만큼은 함”
“워라밸은 상대적으로 좋지만 기준이 없는 회사”
“주먹구구 대기업”
“갈곳없어 다니는 회사”
“인간미가 나름 있는 회사”
“모든것을 고려하면 만족할 만한 회사”
“나쁘진 않은회사”
“겪어보면 절대 나쁘지는 않은 회사”
“삼성 따라잡기만 바쁜 회사”
“내부승진불가.이직을통해 임원자리로 와야되는회사”
"“고졸,초대졸 메인터넌스 부바부 사바사 ”"
“꼰대와 잚은 꼰대가 화합을 이룸”
“그래도 대기업이긴하다.”
“워라밸이 보장되는 회사”
“워라밸이 보장되는 회사”
“케바케가 상당히 심한 회사”
“내 주변 사람들은 좋지만 경영진은 별로인 회사”
“나름 만족하는 회사”
“극과극이 매우 갈리는 회사”
“최고라고 생각해서 들어왔지만 막상 실망감이 큰 회사”
“공무원처럼 일하게 된 회사”
“중간은 하는 회사”
“워라밸이 보장되는 회사”
“워라밸이 보장되는 회사”
“열심히 일하고 인정 받으면 하는만큼 많이 받음”
“경영진 빼고 다 만족스러운 회사”
“불통의 회사”
“나쁘지않늠회사”
“달면 삼키고 쓰면 뱉는 회사”
“최악의 임원진”
“겉으로만 챙겨추는 척 함”
“5040 수혜자”
“삼성에 비해 적당히 낮은 급여와 적당히 낮은 워라밸을 느끼는 회사 ”
“월급 오름”
“기준이 없는 회사”
“사람을 갈아넣나 돈은 많이주는 대감집 노예”
“신입기준 복지가 좋은회사”
“아직까지는 너무 좋음”
“남들이보기에는 좋은회사”
“구성원들의 자존심을 지켜주는 회사”
“그냥그냥그냥”
“소잃고 외양간 고치는 중인 기업”
“윗 물부터 갈아엎어야 할 회사”
“삼성에서 온 경영진 빼고 괜찮은 편”
“돈 괜찮게 주고도 욕먹는 회사”
“금융치료 성공으로 다시 올라갈회사”
“5040 감사합니다”
“워라벨 보장 ”
"“주먹구구식 일처리, 괜찮은 급여”"
“소자 이상 직무 워라벨 보장되는 회사”
“돈을 주긴 주는데 짜증나게 주는 회사”
“별로다 별로다 하지만 따져보면 여기보다 좋은 곳이 많지는 않아요.”
“올해 1월 입사자입니다. 아무 불만 없습니다! 이상 ”
“임원들이 직원들을 개돼지로 보지만 인재많은 업계탑티어”
“돈이 곧 행복 ”
“확실히 돈은 많이주는 회사”
“워라벨 난 좋아”
“이제 다시가즈아”
“모자란건 인력충원”
“금융치료 할 줄 아는 회사”
“직무든 인력관리든 전문적이지 않고 체계가 없음”
“긍정적으로 변화하는 회사”
“미래가 기대되는 회사”
“임원과 경영진들이 망쳐놓은 회사”
“구성원의 불만을 들어주는 회사”
“삼성보다 적은 업무량 비슷한 업무”
“금융치료를 하는 회사”
“석희형님 기살려주셔서 감사합니다”
“금융치료의 위력은 대단했다.”
“그럭저럭”
“경영진이 구성원들 입장차이가 너무심하고 애사심 바닥”
“무너지기 직전의..”
“무난하게 좋은 회사”
“부바부 팀바팀 ”
“터지기 직전의 시한폭탄”
“나쁘지 않다”
“중간층이 없는 회사”
“직원들이 삼성으로 이직을 꿈꾸는 회사”
“5년안에 나갈 낙하산 경영진이 회사의 미래와 인건비를 맞바꾸면서 다니는 직장인들만 피보는 회사”
“언론에 보도되는 홍보성의 내용을 배제하고 봐야하는 회사”
“경영진 별점 1점이 아까운회사”
“Sk의 자금줄인 회사”
“일하기 좋은회사”
“직원을 똥으로 아는 회사”
“직원을 소모품 취급하는 회사”
“경영진이 문제인 회사”
“주니어레벨은 다니기 좋은 회사”
“적당히 시간버리면서 다니기 좋음”
“쓰레기같은 회사”
“가족같은 회사”
“숨만 쉬어도 동료를 제치는 회사”
“팀바이팀 심한 회사”
“직원 처우 최악의 회사”
“빨대꼽힌회사”
“그냥 다닐만한 회사”
“그럭저럭 다니기 좋은회사”
“빚 좋은 개살구”
“직원을 무시하는 회사”
“일안하는 사람이 대부분 ㅋㅋ”
“자존감이 상실하게 되는 회사”
“부모님의 원수도 말릴까 말까 고민하게 만드는 회사”
“직원들 생각 1도 하지않고 이득만 보는 회사”
“사무직은 삼성으로 전임직은 하닉으로”
“윗물이 안좋음”
“경영진이 구린 회사 ㅋㅋㅋ”
“워라밸 부바부”
"“현실판 네덜란드 소년이야기, 탈출은 지능순”"
“갈수록 정떨어지는 회사”
“보여주기식 광팔이에 눈이 멀어버린 회사”
“상대적 박탈감이 느껴지는 회사”
“워라벨 굳 경영진똥망”
“직원의 소중함을 모름”
“한해한해 희망이 없어지는 회사”
“애사심을 없애주는 기업”
“이직하기 좋은회사”
“구성원에게 관심없는 회사”
“생산직에서는 나쁘지도 좋지도 않은 회사”
“타이닉스”
“2등 회사”
“SK식 M&A의 결정체”
“워라벨 챙겨지는 회사”
“무슨회사지”
“빨대도이런빨대가없다”
“무늬만 대기업”
“그저 대기업”
“워라벨이 없는 회사”
“안빈낙도 가능한 회사”
“워라벨만 보장되는 회사”
“임원이......(생략)”
“월급이 너무적은회사”
“구성원은 단지 소모품”
“구성원을 개돼지 취급하는 회사”
“직원을 존중하지 않는 회사”
“걍다니는회사”
“SK가 빨대 꽂은 회사”
“임원이 망치는 회사”
“얼렁뚱땅”
“부품과 ATM”
“회의감 들게 하는 회사”
“본인이 열심히 하면 기회가 있는 회사”
“글로벌 기업”
“반도체 2등회사”
“경영진이 직원을 GDG로 보는 회사”
“ㅋㅋㅋㅋ 대기업 타이틀만 가진 회사”
“급여대비 업무강도 좋음”
“그냥 돈잘버는 대기업”
“워라벨 없습니다”
“업무와 삶의 균형이 잘 이루어진 회사”
“직무 배치가 랜덤인 회사”
“의욕이 갈수록 사라지는 회사”
“썩은회사”
“힘든 회사”
“잡소리 많음”
“최근 worst ㅤㄷㅚㅆ지만 회사 다니긴 나쁘지 않음”
“부바부”
