reviews
“탈출이 답인회사”
“바쁜 시기가 아니면 괜찮은 워라밸과 복지”
“글로벌 금융 그룹을 지향하지만 기업문화는 후진적”
“배울 건 많음 팀 이동도 자유로움 ”
“지속적인 성장”
“일은 겁나 많이시키고 실적은좋은데 보상은 너무너무 짜다”
“여의도에서 연봉 젤 짠 회사”
“근무환경이 갈수록 열악해지는 회사”
“편하게 다니기만 좋은 회사”
“워라벨좋고 복지좋음”
“겉에나 좋아보이지 좋은점이 거의 없는 회사”
“공무원 조직화된 기업”
"“워라벨과 급여, 네임벨류 좋은 회사”"
“회사만 잘나는 곳”
“급여랑 복지가 눈물나게 짠 회사”
“나오니까 여러모로 좋아보임”
“회사는 잘나가지만 직원은 잘 못나감”
“인턴하기 좋은 회사”
“워라벨 보장되는 회사 ”
“제조업보단 낫지만 금융회사중엔 글쎄”
“업무성과가 확실한 회사”
“일많이하면 인정받는회사”
“전반적으로 만족하는 회사”
“속빈강정인회사”
“인지도 1위 회사”
“본사 기준 워라벨 적당히 챙길 수 있음”
“워라밸만보장되고 연봉이짬”
“일배우기좋은회사”
“대주주 권한이 너무 비대한 회사”
“워라벨이 보장안되는 회사”
“수령님의 회사”
“특출난 것 없지만 빠지지도 않는 국내 증권사”
“초년생에게 나쁘지 않은 회사”
“사내 정치가 중요한 회사”
“모두 오고 싶어할듯”
“커리어 상 거치기 좋은 곳이나 잦은 조직 변경으로 스트레스 받을 수 있음”
“네임밸류가 다하는 회사”
“커리어를 향상시킬 수 있는 비전 있는 회사”
“팀바팀인데 좋은 팀은 좋음”
“꼰대만 아니면...”
“업계1위긴하지만”
“겁나바쁜회사”
“건물이 참 이쁜회사”
“부서에 따른 웨라벨”
“적당히 평균적”
“노예근성를 원하는 회사”
“다녀보면 좋은회사”
“17년 다녔으나 떠날때는 쓸쓸히”
“증권사 중엔 나름 괜찮은듯”
“워라밸 나쁘지 않으나 지극히 꼰대 + 개인주의적 문화”
"“비전을 만들려고 노력하는 회사, 워라벨 훌륭”"
“일하기 좋은 환경이지만 워라밸은…”
“워라밸이 보장되는 회사”
“차별은 없는회사”
“한국에 이만한 회사 없다”
“적당한회사”
“다양한 업무 경험 가능”
“좋아요”
“워라벨ok 복리후생ok 경영진ko”
“1등회사라는 타이틀?”
“비전없이 다니기 좋은 회사”
“업계평균보다 낮은 급여 및 복지”
“전반적으로 만족할만한 회사”
“그냥 not bad”
“전반적으로 만족하는곳”
“그나마 평타는 하는것 같은회사”
“워라밸보장”
“워라벨이 보장되는 회사”
“낫뱃 ”
“부심”
“무난한 회사”
“더 커질 가능성이 있는 회사”
“현주를 위한 기업”
“허울좋은 개살구”
“일반직(정규) 선임급 이상 이라면 충분히 다닐만한 회사”
“주먹구구식인데 왠지 잘 된다”
“워라벨보장되나 자기발전은 어려움”
“수직적인 조직”
“내 미래는 보이지 않음”
“답답한 조직문화”
“그룹문화가 매우 별로”
“팀바팀이지만 워라밸 보장”
“고인물 느낌 물씬”
“뒤죽박죽. 업무강도 최상. 땜질식 처방.”
“다니기괜찮은회사”
“하는 만큼 가져가는 회사”
“PC오프제라 잘만 하면 워라벨 가능”
“돈준 만큼 일시키는 회사”
“자부심가질수 있는 회사”
“팀바팀이지만 워라밸 괜찮”
